timestamp,open,high,low,close,volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2024-01-01 00:00:00,42592.47,42612.0,42572.76,42575.6,78.46227,,,,,42639.99
2024-01-01 00:05:00,42575.6,42627.32,42575.59,42627.32,59.03674,,,,,42618.47
2024-01-01 00:10:00,42627.31,42648.38,42618.46,42631.99,76.75268,,,,,42618.52
2024-01-01 00:15:00,42631.99,42643.86,42611.98,42630.91,39.60605,,,,,42673.07
2024-01-01 00:20:00,42630.91,42631.09,42600.0,42600.0,43.01425,,,,,42601.93
2024-01-01 00:25:00,42600.01,42600.01,42504.04,42504.05,92.86555,,,,,42649.99
2024-01-01 00:30:00,42504.04,42520.01,42472.5,42505.4,66.17336,,,,,42670.74
2024-01-01 00:35:00,42505.39,42518.49,42482.42,42518.48,57.65112,,,,,42661.1
2024-01-01 00:40:00,42518.48,42526.7,42517.76,42526.69,30.55981,42560.44,,,,42645.0
2024-01-01 00:45:00,42526.69,42659.52,42526.69,42639.02,78.31385,42566.009999999995,,,,42619.04
2024-01-01 00:50:00,42639.02,42640.66,42594.07,42611.84,47.53072,42566.009999999995,,,,42645.01
2024-01-01 00:55:00,42611.83,42622.64,42588.0,42616.23,116.84261,42566.009999999995,,,,42585.99
2024-01-01 01:00:00,42616.24,42631.59,42578.7,42580.09,61.74027,42566.009999999995,,,,42576.01
2024-01-01 01:05:00,42580.09,42591.1,42559.98,42570.17,53.57461,42566.009999999995,,,,42620.8
2024-01-01 01:10:00,42570.18,42591.1,42570.17,42585.46,40.36447,42566.009999999995,,,,42618.0
2024-01-01 01:15:00,42585.46,42618.24,42579.48,42582.52,47.7156,42570.97,,,,42581.99
2024-01-01 01:20:00,42582.52,42582.52,42538.37,42545.42,53.20085,42588.64,,,,42554.0
2024-01-01 01:25:00,42545.42,42629.66,42541.1,42629.66,45.89395,42593.104999999996,,,,42575.72
2024-01-01 01:30:00,42629.65,42652.54,42624.0,42652.54,99.21056,42595.455,,,,42571.11
2024-01-01 01:35:00,42652.54,42678.64,42651.94,42669.63,55.5416,42608.505000000005,,,,42570.11
2024-01-01 01:40:00,42669.62,42719.8,42660.6,42696.77,73.88861,42629.08500000001,,,,42590.12
2024-01-01 01:45:00,42696.76,42702.54,42653.43,42667.29,59.59783,42629.08500000001,,,,42558.01
2024-01-01 01:50:00,42667.29,42667.3,42629.18,42641.37,41.25878,42629.08500000001,,,,42582.66
2024-01-01 01:55:00,42641.37,42659.15,42634.6,42656.7,51.00978,42629.08500000001,,,,42598.0
2024-01-01 02:00:00,42656.69,42683.99,42635.37,42683.99,69.20371,42629.08500000001,,,,42591.44
2024-01-01 02:05:00,42683.99,42683.99,42620.22,42649.11,51.41816,42630.45,42596.15,,,42641.05
2024-01-01 02:10:00,42649.11,42666.37,42631.1,42639.99,44.44807,42670.01,42596.15,,,42652.27
2024-01-01 02:15:00,42639.98,42641.55,42592.6,42618.47,48.72146,42656.2,42596.15,,,42629.3
2024-01-01 02:20:00,42618.48,42640.0,42586.91,42618.52,91.64242,42653.355,42596.15,,,42600.01
2024-01-01 02:25:00,42618.53,42676.72,42611.1,42673.07,68.12845,42644.725000000006,42596.15,,,42612.72
2024-01-01 02:30:00,42673.06,42678.01,42598.46,42601.93,62.041,42635.45,42596.15,,,42601.32
2024-01-01 02:35:00,42601.94,42651.14,42601.93,42649.99,42.15064,42635.45,42596.15,,,42578.18
2024-01-01 02:40:00,42650.0,42670.74,42649.99,42670.74,32.63968,42635.45,42601.11,,,42548.0
2024-01-01 02:45:00,42670.73,42695.44,42661.1,42661.1,38.21502,42641.175,42618.78,,,42520.72
2024-01-01 02:50:00,42661.11,42666.84,42641.06,42645.0,52.07051,42641.175,42623.245,,,42506.16
2024-01-01 02:55:00,42645.0,42645.01,42604.33,42619.04,102.87879,42641.175,42629.08500000001,,,42543.96
2024-01-01 03:00:00,42619.04,42651.1,42608.06,42645.01,66.63342,42641.175,42629.08500000001,,,42515.95
2024-01-01 03:05:00,42645.01,42645.01,42561.1,42585.99,83.27812,42628.270000000004,42629.08500000001,,,42488.35
2024-01-01 03:10:00,42586.0,42586.0,42569.56,42576.01,73.81907,42628.270000000004,42629.08500000001,,,42528.27
2024-01-01 03:15:00,42576.0,42636.43,42576.0,42620.8,54.70129,42628.270000000004,42629.08500000001,,,42573.5
2024-01-01 03:20:00,42620.8,42628.62,42601.1,42618.0,57.47986,42628.270000000004,42629.08500000001,,,42552.01
2024-01-01 03:25:00,42617.99,42680.36,42566.96,42581.99,173.36529,42628.270000000004,42629.08500000001,,,42564.31
2024-01-01 03:30:00,42581.99,42625.75,42539.45,42554.0,128.37071,42609.905,42629.625,,,42489.93
2024-01-01 03:35:00,42554.0,42575.73,42547.96,42575.72,74.11821,42609.905,42629.625,,,42429.22
2024-01-01 03:40:00,42575.72,42590.0,42561.54,42571.11,49.71629,42609.905,42629.625,,,42305.83
2024-01-01 03:45:00,42571.11,42587.02,42504.56,42570.11,105.39706,42592.46,42612.18,,,42257.88
2024-01-01 03:50:00,42570.11,42594.6,42560.22,42590.12,81.74596,42592.46,42603.55,,,42282.01
2024-01-01 03:55:00,42590.13,42590.13,42540.37,42558.01,66.51507,42592.46,42600.0,,,42295.99
2024-01-01 04:00:00,42558.02,42591.96,42550.05,42582.66,39.43013,42592.46,42600.0,,,42230.13
2024-01-01 04:05:00,42582.67,42600.0,42574.49,42598.0,55.77657,42592.46,42600.0,,,42149.99
2024-01-01 04:10:00,42597.99,42610.0,42583.66,42591.44,84.48419,42565.155,42600.0,,,42125.78
2024-01-01 04:15:00,42591.45,42670.44,42591.44,42641.05,143.62113,42587.5,42600.0,42613.3,,42181.8
2024-01-01 04:20:00,42641.06,42658.26,42614.14,42652.27,79.5748,42587.5,42600.0,42633.08,,42229.25
2024-01-01 04:25:00,42652.26,42652.27,42629.3,42629.3,61.78778,42587.5,42600.0,42626.175,,42231.1
2024-01-01 04:30:00,42629.31,42641.97,42591.5,42600.01,51.34672,42605.405,42600.0,42624.7525,,42241.09
2024-01-01 04:35:00,42600.01,42615.11,42535.0,42612.72,80.2871,42602.72,42600.0,42620.4375,,42269.83
2024-01-01 04:40:00,42612.72,42621.1,42578.69,42601.32,98.51101,42602.72,42600.0,42615.8,,42222.1
2024-01-01 04:45:00,42601.33,42601.33,42572.29,42578.18,51.42834,42602.72,42600.0,42615.8,,42283.58
2024-01-01 04:50:00,42578.17,42578.18,42531.05,42548.0,100.79101,42600.745,42600.0,42618.28,,42397.23
2024-01-01 04:55:00,42548.01,42548.01,42520.72,42520.72,76.39935,42595.58,42592.46,42629.9775,,42409.96
2024-01-01 05:00:00,42520.73,42531.1,42481.88,42506.16,124.08752,42570.07,42581.119999999995,42632.21000000001,,42488.0
2024-01-01 05:05:00,42506.16,42575.16,42506.15,42543.96,71.66274,42567.075,42581.119999999995,42635.130000000005,,42458.85
2024-01-01 05:10:00,42543.97,42543.97,42508.47,42515.95,53.98836,42561.925,42581.119999999995,42635.130000000005,,42473.93
2024-01-01 05:15:00,42515.95,42531.1,42426.83,42488.35,100.30635,42523.965,42553.595,42628.677500000005,,42419.73
2024-01-01 05:20:00,42488.36,42545.36,42488.35,42528.27,39.09305,42523.965,42553.595,42628.677500000005,,42362.93
2024-01-01 05:25:00,42528.27,42573.5,42528.26,42573.5,87.04388,42514.08,42553.595,42628.677500000005,,42447.82
2024-01-01 05:30:00,42573.49,42591.1,42552.0,42552.01,51.88933,42508.965,42553.595,42628.677500000005,,42441.32
2024-01-01 05:35:00,42552.0,42564.89,42501.75,42564.31,59.16416,42508.965,42548.635,42628.677500000005,,42422.46
2024-01-01 05:40:00,42564.31,42568.82,42489.93,42489.93,65.19175,42508.965,42548.635,42619.765,,42459.55
2024-01-01 05:45:00,42489.94,42489.94,42425.0,42429.22,181.81073,42508.05,42547.72,42619.765,,42475.23
2024-01-01 05:50:00,42429.21,42429.22,42056.0,42305.83,674.12123,42323.55,42363.22,42619.765,,42435.53
2024-01-01 05:55:00,42305.82,42351.99,42252.66,42257.88,303.23501,42323.55,42363.22,42602.32,,42436.8
2024-01-01 06:00:00,42257.89,42345.65,42196.61,42282.01,298.32615,42323.55,42363.22,42598.005000000005,,42466.33
2024-01-01 06:05:00,42282.01,42334.95,42263.07,42295.99,193.42654,42323.55,42363.22,42596.229999999996,,42493.61
2024-01-01 06:10:00,42295.99,42296.0,42215.39,42230.13,146.24654,42323.55,42363.22,42596.229999999996,,42478.07
2024-01-01 06:15:00,42230.14,42235.09,42128.71,42149.99,225.95028,42312.41,42363.22,42596.229999999996,,42493.16
2024-01-01 06:20:00,42149.99,42150.0,42066.0,42125.78,247.60561,42312.41,42363.22,42582.5775,,42565.22
2024-01-01 06:25:00,42125.79,42194.43,42121.1,42181.8,141.21438,42272.97,42357.130000000005,42593.75,42596.15,42717.52
2024-01-01 06:30:00,42181.81,42242.95,42154.34,42229.25,100.96749,42242.61,42354.134999999995,42593.75,42596.15,42697.5
2024-01-01 06:35:00,42229.26,42231.1,42196.39,42231.1,53.31937,42208.994999999995,42348.985,42593.75,42596.15,42698.01
2024-01-01 06:40:00,42231.1,42241.1,42211.1,42241.09,60.92359,42205.825,42338.55,42602.7025,42596.15,42664.45
2024-01-01 06:45:00,42241.09,42273.63,42230.82,42269.83,84.64032,42200.475,42338.55,42601.36,42596.15,42613.56
2024-01-01 06:50:00,42269.82,42269.83,42221.22,42222.1,76.11355,42181.0,42328.665,42601.36,42596.15,42563.79
2024-01-01 06:55:00,42222.11,42283.59,42222.1,42283.58,81.40339,42174.795,42323.55,42601.36,42596.15,42548.93
2024-01-01 07:00:00,42283.58,42397.23,42261.02,42397.23,155.25731,42231.615000000005,42323.55,42600.3725,42601.11,42556.63
2024-01-01 07:05:00,42397.22,42432.74,42385.26,42409.96,141.31102,42276.92,42323.55,42594.020000000004,42612.18,42535.99
2024-01-01 07:10:00,42409.97,42488.09,42409.96,42488.0,135.14249,42321.215,42323.55,42575.595,42600.84,42546.0
2024-01-01 07:15:00,42488.0,42554.57,42458.58,42458.85,163.32541,42375.479999999996,42323.55,42574.097499999996,42600.84,42546.01
2024-01-01 07:20:00,42458.85,42491.1,42445.84,42473.93,117.27112,42382.835,42323.55,42571.5225,42600.84,42606.25
2024-01-01 07:25:00,42473.93,42500.0,42412.02,42419.73,111.65236,42387.895000000004,42323.55,42538.78,42573.315,42572.34
2024-01-01 07:30:00,42419.73,42419.73,42354.19,42362.93,77.85936,42387.895000000004,42323.55,42538.78,42573.315,42535.75
2024-01-01 07:35:00,42362.93,42447.82,42355.36,42447.82,149.18862,42388.335,42323.55,42533.8375,42573.315,42511.47
2024-01-01 07:40:00,42447.82,42447.82,42396.5,42441.32,92.85846,42407.795,42312.41,42531.28,42573.315,42566.22
2024-01-01 07:45:00,42441.32,42465.52,42422.45,42422.46,59.74817,42454.380000000005,42312.41,42528.8,42573.315,42581.1
2024-01-01 07:50:00,42422.45,42459.56,42422.45,42459.55,33.134,42454.380000000005,42305.285,42528.8,42573.315,42552.3
2024-01-01 07:55:00,42459.56,42490.74,42455.99,42475.23,34.93276,42454.380000000005,42305.285,42527.885,42572.4,42538.61
2024-01-01 08:00:00,42475.23,42475.23,42435.52,42435.53,86.468,42427.095,42310.285,42343.385,42387.9,42508.24
