timestamp,open,high,low,close,volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,buy_signal,sell_signal
01/04/2022 2:00,45957.27,45987.94,45924.37,45939.53,157.86646,45811.52,,,,45718.99,FALSE,FALSE
01/04/2022 2:05,45939.52,45960,45899.8,45926.5,142.58283,45895.975,45791.61,,,45692.77,FALSE,FALSE
01/04/2022 2:10,45926.5,45926.51,45821.08,45850.51,152.97768,45901.65,45791.61,,,45763.5,FALSE,FALSE
01/04/2022 2:15,45850.52,45853,45783.56,45783.57,113.86517,45885.75,45791.61,,,45837.74,FALSE,FALSE
01/04/2022 2:20,45783.56,45788.2,45688.14,45729.9,160.52755,45838.04,45791.61,,,45830.09,FALSE,FALSE
01/04/2022 2:25,45729.91,45743.16,45660.5,45671.97,151.85079,45824.22,45791.61,,,45760.76,FALSE,FALSE
01/04/2022 2:30,45671.97,45741.02,45558,45726.01,287.74756,45772.97,45772.97,,,45814.5,FALSE,FALSE
01/04/2022 2:35,45726.01,45775.67,45691.4,45733.98,179.37082,45772.97,45772.97,,,45775,FALSE,FALSE
01/04/2022 2:40,45733.99,45733.99,45590,45606.65,133.41911,45772.97,45772.97,,,45783.39,FALSE,FALSE
01/04/2022 2:45,45606.64,45700,45500,45625.32,305.36986,45730,45743.97,,,45757.19,FALSE,FALSE
01/04/2022 2:50,45625.33,45685.13,45575.01,45600,151.51931,45713.255,45743.97,,,45747.66,FALSE,FALSE
01/04/2022 2:55,45600.01,45696.17,45545.09,45581.97,228.3912,45676.5,45743.97,,,45761.99,FALSE,FALSE
01/04/2022 3:00,45581.98,45655.68,45520.9,45546.19,239.57168,45644.1,45743.97,,,45730.35,FALSE,FALSE
01/04/2022 3:05,45546.18,45589.32,45519.03,45582.01,140.131,45637.835,45743.97,,,45720.84,FALSE,FALSE
01/04/2022 3:10,45582.01,45704.27,45539.06,45685,346.10495,45637.835,45743.97,,,45756.51,FALSE,FALSE
01/04/2022 3:15,45685,45751.41,45684.05,45729.43,114.32849,45637.835,45743.97,,,45786.63,FALSE,FALSE
01/04/2022 3:20,45729.43,45729.5,45625.52,45648.13,89.22537,45625.705,45743.97,,,45787.45,FALSE,FALSE
01/04/2022 3:25,45648.13,45699.79,45629,45682.9,63.02302,45625.705,45743.97,,,45699.57,FALSE,FALSE
01/04/2022 3:30,45682.91,45694.94,45617.02,45643.42,72.90231,45635.22,45743.97,,,45685.91,FALSE,FALSE
01/04/2022 3:35,45643.41,45730,45640,45729.49,61.04556,45635.22,45743.97,,,45793.07,FALSE,FALSE
01/04/2022 3:40,45729.49,45753.01,45713,45727,87.95354,45636.02,45743.97,,,45800.4,FALSE,FALSE
01/04/2022 3:45,45727.01,45757.01,45673,45757,138.45487,45638.02,45743.97,,,45787.85,FALSE,FALSE
01/04/2022 3:50,45757.01,45783.86,45692,45768.43,95.36594,45661.46,45743.97,,,45710,FALSE,FALSE
01/04/2022 3:55,45768.43,45790,45730.5,45745.46,102.00684,45703.51,45743.97,,,45660.49,FALSE,FALSE
01/04/2022 4:00,45745.45,45750,45690.91,45723.49,105.09948,45703.51,45743.97,,,45682.78,FALSE,FALSE
01/04/2022 4:05,45723.49,45789.33,45723.49,45743.85,80.57223,45703.51,45743.97,,,45647.78,FALSE,FALSE
01/04/2022 4:10,45743.85,45744.5,45710.26,45718.99,42.00092,45703.51,45730,,,45659.99,FALSE,FALSE
01/04/2022 4:15,45719,45751.07,45692.77,45692.77,61.05915,45715,45713.255,45843.7925,,45674.5,FALSE,FALSE
01/04/2022 4:20,45692.77,45765.02,45647.01,45763.5,98.81531,45718.505,45676.5,45846.63,,45671.2,FALSE,FALSE
01/04/2022 4:25,45763.5,45849.99,45758.94,45837.74,59.075,45748.5,45674.995,45838.68,,45647.36,FALSE,FALSE
01/04/2022 4:30,45837.73,45846.85,45830.09,45830.09,72.62126,45748.5,45674.995,45814.825,,45440.15,FALSE,FALSE
01/04/2022 4:35,45830.1,45830.1,45732.87,45760.76,115.72802,45748.5,45674.995,45807.915,,45406.31,FALSE,FALSE
01/04/2022 4:40,45760.76,45814.5,45735.51,45814.5,48.74647,45748.5,45674.995,45772.97,,45516.36,FALSE,FALSE
01/04/2022 4:45,45814.49,45827.92,45749.99,45775,73.59604,45748.5,45674.995,45772.97,,45510.34,FALSE,FALSE
01/04/2022 4:50,45775.01,45827.24,45775,45783.39,64.59714,45748.5,45674.995,45772.97,,45558.22,FALSE,FALSE
01/04/2022 4:55,45783.4,45811,45757.18,45757.19,65.98788,45748.5,45684.51,45736.985,,45598.53,FALSE,FALSE
01/04/2022 5:00,45757.19,45811,45721.26,45747.66,89.34277,45748.5,45684.51,45728.6125,,45624.72,FALSE,FALSE
01/04/2022 5:05,45747.67,45782.07,45720,45761.99,71.01377,45784.995,45684.51,45710.235,,45576.38,FALSE,FALSE
01/04/2022 5:10,45761.99,45762.38,45716.46,45730.35,69.7444,45781.655,45684.51,45694.035,,45604.49,FALSE,FALSE
01/04/2022 5:15,45730.35,45730.35,45660.68,45720.84,122.73121,45745.39,45694.525,45690.9025,,45610.27,FALSE,FALSE
01/04/2022 5:20,45720.84,45762.17,45707.78,45756.51,44.52591,45744.3,45733.505,45690.9025,,45410.93,FALSE,FALSE
01/04/2022 5:25,45756.5,45806.39,45756.5,45786.63,66.76647,45744.3,45733.505,45690.9025,,45563.68,FALSE,FALSE
01/04/2022 5:30,45786.63,45804,45780.06,45787.45,48.60312,45743.96,45733.505,45684.8375,,45618.89,FALSE,FALSE
01/04/2022 5:35,45787.44,45787.45,45692,45699.57,214.34719,45735.84,45733.505,45684.8375,,45633.61,FALSE,FALSE
01/04/2022 5:40,45699.57,45726.75,45685.9,45685.91,91.25733,45735.84,45744.995,45689.595,,45554.14,FALSE,TRUE
01/04/2022 5:45,45685.9,45796.84,45685.9,45793.07,67.8374,45733.535,45748.5,45689.595,,45541.5,FALSE,FALSE
01/04/2022 5:50,45793.07,45820.34,45782.64,45800.4,114.69206,45740.51,45748.5,45689.995,,45454.78,FALSE,FALSE
01/04/2022 5:55,45800.4,45810,45780.09,45787.85,57.26428,45740.51,45748.5,45690.995,,45398.17,FALSE,FALSE
01/04/2022 6:00,45787.85,45787.86,45696.89,45710,226.69587,45753.12,45748.5,45702.715,,45349.01,FALSE,FALSE
01/04/2022 6:05,45709.99,45722.82,45639.23,45660.49,180.2206,45729.785,45744.61,45723.74,,45373.02,FALSE,TRUE
01/04/2022 6:10,45660.5,45692.48,45643.43,45682.78,82.84136,45729.785,45744.61,45723.74,,45315.85,FALSE,FALSE
01/04/2022 6:15,45682.77,45682.78,45613.07,45647.78,112.10854,45716.705,45731.53,45723.74,,45143.61,FALSE,FALSE
01/04/2022 6:20,45647.79,45678.78,45607.1,45659.99,113.85984,45713.72,45728.545,45716.755,,45200.01,FALSE,FALSE
01/04/2022 6:25,45659.99,45689.68,45647.04,45674.5,48.3128,45713.72,45728.545,45714.1275,45743.97,45100,FALSE,FALSE
01/04/2022 6:30,45674.49,45725.95,45653.94,45671.2,101.14214,45713.72,45728.545,45697.5025,45743.97,45167.02,FALSE,FALSE
01/04/2022 6:35,45671.21,45675.45,45630.37,45647.36,51.65583,45708.55,45726.975,45711.7475,45743.97,45122.96,FALSE,FALSE
01/04/2022 6:40,45647.37,45669.78,45380,45440.15,593.97736,45583.93,45605.05,45711.7475,45743.97,44903.34,FALSE,FALSE
01/04/2022 6:45,45440.97,45446,45200,45406.31,973.45086,45462.975,45513.96,45711.7475,45743.97,44923.77,FALSE,FALSE
01/04/2022 6:50,45406.31,45566,45312.3,45516.36,243.62746,45462.975,45513.96,45711.7475,45743.97,44976.05,FALSE,FALSE
01/04/2022 6:55,45516.37,45537,45471.5,45510.34,161.38902,45462.975,45513.62,45711.7475,45743.97,45007.94,FALSE,FALSE
01/04/2022 7:00,45510.35,45568.17,45417.42,45558.22,324.27112,45462.975,45510.17,45711.7475,45743.97,44948.18,FALSE,FALSE
01/04/2022 7:05,45558.22,45598.54,45538.98,45598.53,189.8478,45462.975,45510.17,45716.505,45743.97,44914.69,FALSE,FALSE
01/04/2022 7:10,45598.53,45644.86,45534.16,45624.72,140.02917,45462.975,45510.17,45716.505,45743.97,44741.42,FALSE,FALSE
01/04/2022 7:15,45624.72,45625.5,45526.91,45576.38,112.69163,45437.725,45510.17,45734.7525,45743.97,44641.59,FALSE,FALSE
01/04/2022 7:20,45576.37,45616.91,45550,45604.49,68.47465,45434.89,45510.17,45733.0825,45743.97,44738.94,FALSE,FALSE
01/04/2022 7:25,45604.5,45623.82,45590.5,45610.27,77.96867,45422.43,45510.17,45719.9575,45743.97,44696.04,FALSE,FALSE
01/04/2022 7:30,45610.27,45619.38,45351.73,45410.93,208.06909,45478.58,45510.17,45738.9025,45743.97,44710.92,FALSE,FALSE
01/04/2022 7:35,45410.94,45571.14,45410.93,45563.68,177.25458,45498.295,45510.17,45738.9025,45743.97,44566.41,FALSE,FALSE
01/04/2022 7:40,45563.67,45618.91,45552.99,45618.89,85.30971,45498.295,45510.17,45738.7325,45743.97,44376,FALSE,FALSE
01/04/2022 7:45,45618.89,45642.95,45587.14,45633.61,109.38603,45498.295,45510.17,45734.6725,45743.97,44392.71,FALSE,FALSE
01/04/2022 7:50,45633.6,45639.5,45548.51,45554.14,106.66211,45498.295,45510.17,45740.4175,45743.97,44459.48,FALSE,FALSE
01/04/2022 7:55,45554.15,45576.19,45475.78,45541.5,238.23615,45497.34,45510.17,45741.0175,45743.97,44451.02,FALSE,FALSE
01/04/2022 8:00,45542.16,45542.17,45450,45454.78,114.04569,45497.34,45505,45744.505,45743.97,44367.81,FALSE,FALSE
01/04/2022 8:05,45454.78,45510,45385.34,45398.17,206.83775,45497.34,45493.93,45744.505,45743.97,44416.97,FALSE,FALSE
01/04/2022 8:10,45398.17,45411.06,45307.29,45349.01,278.89353,45475.12,45462.975,45750.81,45743.97,44457.63,FALSE,FALSE
01/04/2022 8:15,45346.71,45422.5,45314,45373.02,76.39917,45475.12,45462.975,45737.1975,45743.97,44418.85,FALSE,FALSE
01/04/2022 8:20,45373.01,45380,45262.78,45315.85,200.22445,45452.865,45462.975,45737.1975,45743.97,44516.93,FALSE,TRUE
01/04/2022 8:25,45315.85,45323.67,45135.51,45143.61,362.437,45389.23,45430.73,45724.1175,45743.97,44516.86,FALSE,FALSE
01/04/2022 8:30,45143.62,45242.84,45143.61,45200.01,187.87853,45387.505,45430.73,45721.1325,45730,44522.73,FALSE,FALSE
01/04/2022 8:35,45200.01,45233.49,45051,45100,658.01114,45313.595,45388.475,45721.1325,45713.255,44509.56,FALSE,FALSE
01/04/2022 8:40,45100,45222.99,45090,45167.02,562.63521,45296.585,45363.225,45721.1325,45676.5,44456.31,FALSE,FALSE
01/04/2022 8:45,45167.02,45176.76,45036,45122.96,200.91198,45273,45352.89,45717.7625,45674.995,44599.98,FALSE,FALSE
01/04/2022 8:50,45122.95,45122.96,44868,44903.34,827.83833,45145.25,45256.43,45594.49,45614.995,44654.08,FALSE,FALSE
01/04/2022 8:55,44903.33,45063.04,44894.18,44923.77,451.88397,45145.25,45256.43,45488.4675,45524.995,44592.46,FALSE,FALSE
01/04/2022 9:00,44923.77,45039.49,44800,44976.05,675.72759,45090,45222.43,45488.4675,45524.995,44660.02,FALSE,FALSE
01/04/2022 9:05,44978.56,45010,44906.11,45007.94,154.11651,45061.835,45222.43,45488.2975,45524.995,44593.7,FALSE,FALSE
01/04/2022 9:10,45007.94,45049.03,44946.89,44948.18,206.33927,45021.42,45222.43,45486.5725,45524.995,44681.12,FALSE,FALSE
01/04/2022 9:15,44948.19,45040.21,44793.31,44914.69,319.35162,45013.4,45219.085,45486.5725,45524.995,44667.96,FALSE,FALSE
01/04/2022 9:20,44914.68,44926.05,44741.42,44741.42,344.25967,44982.205,45192.185,45486.5725,45524.995,44683.83,FALSE,FALSE
01/04/2022 9:25,44741.42,44757.4,44535.49,44641.59,993.06734,44856.125,45089.22,45473.9475,45524.995,44760.9,FALSE,FALSE
01/04/2022 9:30,44641.58,44749,44536,44738.94,419.84936,44829.225,45089.22,45472.53,45524.995,44745.23,FALSE,FALSE
01/04/2022 9:35,44738.94,44768.91,44649.62,44696.04,281.76564,44799.265,45089.22,45466.3,45524.995,44707.36,FALSE,FALSE
01/04/2022 9:40,44696.04,44746.37,44635.11,44710.92,202.6009,44792.26,45089.22,45494.375,45524.995,44670.45,FALSE,FALSE
01/04/2022 9:45,44710.92,44710.93,44523.95,44566.41,193.62235,44786.49,45083.45,45504.2325,45524.995,44642.44,FALSE,FALSE
01/04/2022 9:50,44566.4,44640,44300.33,44376,953.62658,44674.68,44971.64,45504.2325,45524.995,44707.36,FALSE,FALSE
01/04/2022 9:55,44376.01,44397,44200,44392.71,1007.83852,44620.105,44919.75,45504.2325,45524.995,44739.92,FALSE,FALSE
01/04/2022 10:00,44392.71,44494.45,44273.44,44459.48,586.39982,44563.025,44888.095,45504.2325,45524.995,44719.78,FALSE,FALSE
01/04/2022 10:05,44459.49,44504.44,44341.33,44451.02,241.90198,44484.455,44871.085,45503.755,45524.995,44699.59,FALSE,FALSE
01/04/2022 10:10,44451.02,44483.64,44328,44367.81,206.21496,44484.455,44855,45501.17,45524.995,44700.64,FALSE,FALSE
01/04/2022 10:15,44367.81,44444,44350.41,44416.97,172.83339,44484.455,44811.25,45495.635,45524.995,44726.68,FALSE,FALSE
01/04/2022 10:20,44416.97,44497.01,44367.2,44457.63,247.19999,44473.185,44811.25,45469.0475,45524.995,44731.26,FALSE,FALSE
01/04/2022 10:25,44456.1,44456.14,44378.27,44418.85,151.04075,44455.465,44790,45469.0475,45524.995,44650.01,FALSE,FALSE
01/04/2022 10:30,44418.84,44530.01,44411.39,44516.93,278.94115,44420,44761.835,45457.92,45524.995,44662.35,FALSE,FALSE
01/04/2022 10:35,44516.92,44528.96,44469.32,44516.86,173.36342,44365.005,44721.42,45409.98,45492.75,44648.05,FALSE,FALSE
01/04/2022 10:40,44516.85,44549.85,44512.94,44522.73,126.80591,44411.645,44716.745,45409.1175,45492.75,44591.32,FALSE,FALSE
01/04/2022 10:45,44522.73,44546.74,44470.62,44509.56,237.84308,44438.925,44711.495,45351.035,45450.495,44646.16,FALSE,FALSE
01/04/2022 10:50,44509.56,44536.23,44435.63,44456.31,115.67911,44438.925,44688.38,45329.905,45450.495,44660.02,FALSE,FALSE
01/04/2022 10:55,44456.32,44599.99,44426.69,44599.98,154.36185,44475.2,44661.48,45312.945,45441.425,44615.01,FALSE,FALSE
01/04/2022 11:00,44599.98,44709.3,44547.11,44654.08,295.43591,44538.25,44631.52,45200.84,45349.05,44576.91,FALSE,FALSE
01/04/2022 11:05,44654.09,44696.12,44584.38,44592.46,150.51663,44543.785,44624.515,45200.84,45347.96,44676.14,FALSE,FALSE
01/04/2022 11:10,44592.45,44665.36,44566.46,44660.02,131.03951,44560.345,44624.515,45156.215,45313.96,44749.37,FALSE,FALSE
01/04/2022 11:15,44660.01,44664.77,44571.57,44593.7,104.87013,44567.995,44624.515,45142.1325,45313.62,44780.44,FALSE,FALSE
01/04/2022 11:20,44593.7,44697.47,44583.24,44681.12,178.22058,44567.995,44620.105,45121.925,45310.17,44761.74,FALSE,FALSE
01/04/2022 11:25,44681.12,44707.62,44664.27,44667.96,123.74287,44567.995,44563.025,45116.2425,45306.825,44750.76,FALSE,FALSE
01/04/2022 11:30,44667.96,44707.76,44627.66,44683.83,154.65495,44567.995,44484.455,45087.195,45280.88,44774.99,FALSE,FALSE
01/04/2022 11:35,44683.83,44764.87,44683.83,44760.9,187.48301,44595.78,44484.455,44972.6725,45177.915,44830.67,FALSE,FALSE
01/04/2022 11:40,44760.89,44768.98,44731.31,44745.23,96.7374,44658.045,44484.49,44959.2225,45177.915,44816.51,FALSE,FALSE
01/04/2022 11:45,44745.23,44780.01,44684.31,44707.36,118.49644,44673.235,44490.005,44944.2425,45177.915,44803.7,FALSE,FALSE
01/04/2022 11:50,44709.7,44714.36,44656.42,44670.45,92.10635,44673.235,44490.005,44940.74,45177.915,44849.51,FALSE,FALSE
01/04/2022 11:55,44670.45,44684.66,44642.43,44642.44,89.91998,44675.79,44490.005,44934.97,45172.145,44822.98,FALSE,FALSE
01/04/2022 12:00,44642.44,44714.66,44600,44707.36,129.11139,44681.625,44490.005,44823.16,45060.335,44829.92,FALSE,FALSE
01/04/2022 12:05,44707.37,44750,44680.92,44739.92,96.16567,44690.005,44526.725,44769.9275,45010.17,44819.79,FALSE,FALSE
01/04/2022 12:10,44739.93,44763.89,44686,44719.78,135.68619,44690.005,44554.005,44725.56,45010.17,44892.05,FALSE,FALSE
01/04/2022 12:15,44719.78,44734.88,44685.03,44699.59,119.69046,44690.005,44554.005,44677.77,45010.17,44915.38,FALSE,FALSE
01/04/2022 12:20,44699.6,44727.49,44675.95,44700.64,115.63992,44690.005,44565.21,44669.7275,45005,44865.76,FALSE,FALSE
01/04/2022 12:25,44700.64,44732.74,44692.89,44726.68,94.5871,44690.005,44573.605,44647.8525,44993.93,44915,FALSE,FALSE
01/04/2022 12:30,44726.68,44789.99,44690.38,44731.26,153.05734,44694.995,44584.13,44642.2175,44962.975,44935.86,FALSE,FALSE
01/04/2022 12:35,44731.26,44741.17,44650.01,44650.01,125.79588,44694.995,44600.69,44622.7325,44962.975,45053.06,FALSE,FALSE
01/04/2022 12:40,44650.01,44677.72,44607.13,44662.35,174.4486,44694.995,44608.34,44590.9175,44962.975,45042.03,FALSE,FALSE
01/04/2022 12:45,44662.35,44671.83,44619.8,44648.05,59.34686,44698.56,44608.34,44543.2125,44962.975,45015.69,FALSE,FALSE
01/04/2022 12:50,44648.05,44669.91,44583.23,44591.32,170.09853,44686.61,44608.34,44564.195,44962.975,45156.7,FALSE,FALSE
01/04/2022 12:55,44591.33,44663.73,44591.32,44646.16,82.71912,44686.61,44608.34,44575.21,44962.975,45117.74,FALSE,FALSE
01/04/2022 13:00,44646.15,44682.18,44646.15,44660.02,92.63267,44686.61,44608.34,44563.6525,44937.725,45104.36,FALSE,FALSE
01/04/2022 13:05,44660.02,44688.96,44615,44615.01,83.78693,44686.61,44668.55,44568.34,44934.89,45135.89,FALSE,FALSE
01/04/2022 13:10,44615.01,44618.45,44567.94,44576.91,112.62933,44678.965,44678.225,44584.885,44922.43,45194.82,FALSE,FALSE
01/04/2022 13:15,44576.91,44682.31,44576.44,44676.14,118.09387,44654.555,44678.225,44584.15,44922.43,45314.77,FALSE,FALSE
01/04/2022 13:20,44676.13,44749.37,44664.44,44749.37,168.81854,44658.655,44678.965,44592.43,44922.43,45187.81,FALSE,FALSE
01/04/2022 13:25,44749.36,44787.04,44745.8,44780.44,99.81266,44677.49,44678.965,44596.255,44922.43,45195,FALSE,FALSE
01/04/2022 13:30,44780.43,44848.44,44757.36,44761.74,150.44546,44708.19,44708.19,44594.05,44922.43,45239.3,FALSE,FALSE
01/04/2022 13:35,44761.75,44777.82,44733.36,44750.76,130.12197,44708.19,44708.19,44565.51,44922.43,45155.67,FALSE,FALSE
01/04/2022 13:40,44750.77,44775,44731.05,44774.99,98.72026,44708.19,44708.19,44526.225,44921.475,45159.5,FALSE,FALSE
01/04/2022 13:45,44774.99,44830.67,44770,44830.67,99.09942,44708.19,44708.19,44540.1175,44921.475,45137.06,FALSE,FALSE
01/04/2022 13:50,44830.66,44841.18,44795.16,44816.51,102.18048,44708.19,44708.19,44571.2675,44921.475,45103.11,FALSE,FALSE
01/04/2022 13:55,44816.5,44837.34,44765.27,44803.7,148.58764,44712.44,44708.19,44581.62,44921.475,45108.99,FALSE,FALSE
01/04/2022 14:00,44803.7,44852.57,44803.7,44849.51,113.3943,44758.505,44710.255,44581.62,44921.475,45151.71,FALSE,FALSE
01/04/2022 14:05,44849.5,44849.51,44801,44822.98,96.22785,44791.81,44710.255,44582.8975,44921.475,45067.59,FALSE,FALSE
01/04/2022 14:10,44822.98,44903.7,44820,44829.92,193.28714,44817.375,44735.82,44585.815,44921.475,45177.65,FALSE,FALSE
01/04/2022 14:15,44829.93,44858.94,44805.33,44819.79,138.73576,44817.375,44735.82,44608.365,44919.75,45216.01,FALSE,FALSE
01/04/2022 14:20,44819.78,44920.01,44819.78,44892.05,396.62898,44825.53,44743.975,44622.005,44888.095,45142.5,FALSE,FALSE
01/04/2022 14:25,44892.04,44949.29,44881.5,44915.38,149.39534,44857.28,44758.615,44622.005,44871.085,45095.67,FALSE,FALSE
01/04/2022 14:30,44915.38,44930.26,44861.53,44865.76,164.09783,44857.28,44758.615,44627.6075,44855,45063.11,FALSE,FALSE
01/04/2022 14:35,44865.76,44915,44852.97,44915,155.7953,44857.28,44758.615,44631.805,44811.25,45120.2,FALSE,FALSE
01/04/2022 14:40,44915,44938.66,44904.73,44935.86,122.69051,44875.145,44758.615,44639.5625,44811.25,45105.41,FALSE,FALSE
01/04/2022 14:45,44935.87,45079,44935.86,45053.06,570.67986,44940,44823.47,44647.8425,44790,45076,FALSE,FALSE
01/04/2022 14:50,45053.06,45110.81,45020,45042.03,337.58278,44958.07,44839.375,44651.6675,44761.835,45050,FALSE,FALSE
01/04/2022 14:55,45042.02,45042.03,45004.16,45015.69,158.42567,44958.07,44839.375,44653.45,44721.42,45110.99,FALSE,FALSE
01/04/2022 15:00,45015.68,45170.62,45008.24,45156.7,261.11896,44995.2,44869.28,44647.475,44716.745,45118.49,FALSE,FALSE
01/04/2022 15:05,45156.69,45156.7,45052.3,45117.74,178.04969,45011.795,44869.28,44647.475,44711.495,45086.37,FALSE,FALSE
01/04/2022 15:10,45117.74,45174.73,45088.21,45104.36,162.39626,45013.85,44871.335,44647.475,44688.38,45136.15,FALSE,FALSE
01/04/2022 15:15,45104.37,45139,45100.02,45135.89,172.5263,45013.85,44871.335,44677.58,44661.48,45125.89,FALSE,FALSE
01/04/2022 15:20,45135.89,45205.48,45135.88,45194.82,210.97424,45055.105,44890.96,44678.595,44631.52,45108.41,FALSE,FALSE
01/04/2022 15:25,45194.83,45314.77,45182.78,45314.77,345.68984,45125.315,44989.605,44666.39,44624.515,45080.02,FALSE,FALSE
01/04/2022 15:30,45314.77,45323.91,45187.8,45187.81,523.14947,45164.035,45027.48,44668.81,44624.515,45094.52,FALSE,FALSE
01/04/2022 15:35,45187.81,45208.45,45154.8,45195,152.26462,45164.035,45027.48,44678.2275,44624.515,45130,FALSE,FALSE
01/04/2022 15:40,45194.99,45242.68,45163.5,45239.3,102.57903,45166.075,45027.48,44708.19,44620.105,45204.99,FALSE,FALSE
01/04/2022 15:45,45239.3,45249.96,45113.99,45155.67,157.31284,45188.105,45027.48,44708.19,44563.025,45223,FALSE,FALSE
01/04/2022 15:50,45155.66,45167,45080.98,45159.5,173.43246,45202.445,45044.59,44708.19,44524.22,45182.48,FALSE,FALSE
01/04/2022 15:55,45159.5,45159.5,45104.01,45137.06,97.58404,45202.445,45044.59,44708.19,44524.22,45136.02,FALSE,FALSE
01/04/2022 16:00,45137.05,45137.62,45085.23,45103.11,119.86426,45202.445,45044.59,44708.19,44524.22,45208.7,FALSE,FALSE
01/04/2022 16:05,45103.11,45119.96,45075.2,45108.99,144.74111,45199.555,45062.455,44710.315,44524.22,45220,FALSE,FALSE
01/04/2022 16:10,45108.99,45217.95,45108.99,45151.71,200.97098,45199.555,45062.455,44734.38,44526.285,45233.21,FALSE,FALSE
01/04/2022 16:15,45151.71,45155.54,45064.58,45067.59,219.31423,45157.27,45064.62,44751.0325,44526.285,45246.25,FALSE,FALSE
01/04/2022 16:20,45067.58,45200,45059.95,45177.65,245.77242,45154.955,45064.62,44776.5975,44551.85,45216.87,FALSE,FALSE
01/04/2022 16:25,45177.65,45242.25,45177.64,45216.01,159.73938,45154.955,45071.845,44776.5975,44588.57,45118.81,FALSE,FALSE
01/04/2022 16:30,45216.02,45243.2,45125,45142.5,152.73237,45151.575,45088.44,44784.7525,44624.005,45120.99,FALSE,FALSE
01/04/2022 16:35,45142.5,45173.09,45095.66,45095.67,189.3749,45151.575,45088.44,44807.9475,44638.645,45081.87,FALSE,FALSE
01/04/2022 16:40,45095.67,45124.48,45044.51,45063.11,161.2386,45143.855,45088.44,44807.9475,44649.85,45074.92,FALSE,FALSE
01/04/2022 16:45,45063.1,45132.34,44990.48,45120.2,216.96645,45116.84,45114.32,44807.9475,44658.245,45064.26,FALSE,FALSE
01/04/2022 16:50,45120.2,45161.82,45075.06,45105.41,125.89425,45116.84,45129.885,44816.88,44663.78,45033.49,FALSE,FALSE
01/04/2022 16:55,45105.42,45111.31,45039.21,45076,135.93669,45116.84,45157.195,44881.735,44745.195,45108.99,FALSE,FALSE
01/04/2022 17:00,45076.01,45120,45019.8,45050,161.0975,45116.84,45157.195,44898.7225,44768.75,44964.96,FALSE,FALSE
01/04/2022 17:05,45050,45122.44,45049.99,45110.99,108.3741,45116.84,45157.195,44898.7225,44768.75,44940.56,FALSE,FALSE
