timestamp,equity
2022-04-01 06:25:00,10000.0
2022-04-01 06:30:00,10000.0
2022-04-01 06:35:00,10000.0
2022-04-01 06:40:00,10000.0
2022-04-01 06:45:00,10000.0
2022-04-01 06:50:00,10000.0
2022-04-01 06:55:00,10000.0
2022-04-01 07:00:00,10000.0
2022-04-01 07:05:00,10000.0
2022-04-01 07:10:00,10000.0
2022-04-01 07:15:00,10000.0
2022-04-01 07:20:00,10000.0
2022-04-01 07:25:00,10000.0
2022-04-01 07:30:00,10000.0
2022-04-01 07:35:00,10000.0
2022-04-01 07:40:00,10000.0
2022-04-01 07:45:00,10000.0
2022-04-01 07:50:00,10000.0
2022-04-01 07:55:00,10000.0
2022-04-01 08:00:00,10000.0
2022-04-01 08:05:00,10000.0
2022-04-01 08:10:00,10000.0
2022-04-01 08:15:00,10000.0
2022-04-01 08:20:00,10000.0
2022-04-01 08:25:00,10000.0
2022-04-01 08:30:00,10000.0
2022-04-01 08:35:00,10000.0
2022-04-01 08:40:00,10000.0
2022-04-01 08:45:00,10000.0
2022-04-01 08:50:00,10000.0
2022-04-01 08:55:00,10000.0
2022-04-01 09:00:00,10000.0
2022-04-01 09:05:00,10000.0
2022-04-01 09:10:00,10000.0
2022-04-01 09:15:00,10000.0
2022-04-01 09:20:00,10000.0
2022-04-01 09:25:00,10000.0
2022-04-01 09:30:00,10000.0
2022-04-01 09:35:00,10000.0
2022-04-01 09:40:00,10000.0
2022-04-01 09:45:00,10000.0
2022-04-01 09:50:00,10000.0
2022-04-01 09:55:00,10000.0
2022-04-01 10:00:00,10000.0
2022-04-01 10:05:00,10000.0
2022-04-01 10:10:00,10000.0
2022-04-01 10:15:00,10000.0
2022-04-01 10:20:00,10000.0
2022-04-01 10:25:00,10000.0
2022-04-01 10:30:00,10000.0
2022-04-01 10:35:00,10000.0
2022-04-01 10:40:00,10000.0
2022-04-01 10:45:00,10000.0
2022-04-01 10:50:00,10000.0
2022-04-01 10:55:00,10000.0
2022-04-01 11:00:00,10000.0
2022-04-01 11:05:00,10000.0
2022-04-01 11:10:00,10000.0
2022-04-01 11:15:00,10000.0
2022-04-01 11:20:00,10000.0
2022-04-01 11:25:00,10000.0
2022-04-01 11:30:00,10000.0
2022-04-01 11:35:00,10000.0
2022-04-01 11:40:00,10000.0
2022-04-01 11:45:00,10000.0
2022-04-01 11:50:00,10000.0
2022-04-01 11:55:00,10000.0
2022-04-01 12:00:00,10000.0
2022-04-01 12:05:00,10000.0
2022-04-01 12:10:00,10000.0
2022-04-01 12:15:00,10000.0
2022-04-01 12:20:00,10000.0
2022-04-01 12:25:00,10000.0
2022-04-01 12:30:00,10000.0
2022-04-01 12:35:00,10000.0
2022-04-01 12:40:00,10000.0
2022-04-01 12:45:00,10000.0
2022-04-01 12:50:00,10000.0
2022-04-01 12:55:00,10000.0
2022-04-01 13:00:00,10000.0
2022-04-01 13:05:00,10000.0
2022-04-01 13:10:00,10000.0
2022-04-01 13:15:00,10000.0
2022-04-01 13:20:00,10000.0
2022-04-01 13:25:00,10000.0
2022-04-01 13:30:00,10000.0
2022-04-01 13:35:00,10000.0
2022-04-01 13:40:00,10000.0
2022-04-01 13:45:00,10000.0
2022-04-01 13:50:00,10000.0
2022-04-01 13:55:00,10000.0
2022-04-01 14:00:00,10000.0
2022-04-01 14:05:00,10000.0
2022-04-01 14:10:00,10000.0
2022-04-01 14:15:00,10000.0
2022-04-01 14:20:00,10000.0
2022-04-01 14:25:00,10000.0
2022-04-01 14:30:00,10000.0
2022-04-01 14:35:00,10000.0
2022-04-01 14:40:00,10000.0
2022-04-01 14:45:00,10000.0
2022-04-01 14:50:00,10000.0
2022-04-01 14:55:00,10000.0
2022-04-01 15:00:00,10000.0
2022-04-01 15:05:00,10000.0
2022-04-01 15:10:00,10000.0
2022-04-01 15:15:00,10000.0
2022-04-01 15:20:00,10000.0
2022-04-01 15:25:00,10000.0
2022-04-01 15:30:00,10000.0
2022-04-01 15:35:00,10000.0
2022-04-01 15:40:00,10000.0
2022-04-01 15:45:00,10000.0
2022-04-01 15:50:00,10000.0
2022-04-01 15:55:00,10000.0
2022-04-01 16:00:00,10000.0
2022-04-01 16:05:00,10000.0
2022-04-01 16:10:00,10000.0
2022-04-01 16:15:00,10000.0
2022-04-01 16:20:00,10000.0
2022-04-01 16:25:00,10000.0
2022-04-01 16:30:00,10000.0
2022-04-01 16:35:00,10000.0
2022-04-01 16:40:00,10000.0
2022-04-01 16:45:00,10000.0
2022-04-01 16:50:00,10000.0
2022-04-01 16:55:00,10000.0
2022-04-01 17:00:00,10000.0
2022-04-01 17:05:00,10000.0
2022-04-01 17:10:00,10000.0
2022-04-01 17:15:00,10000.0
2022-04-01 17:20:00,10000.0
2022-04-01 17:25:00,10000.0
2022-04-01 17:30:00,10000.0
2022-04-01 17:35:00,10000.0
2022-04-01 17:40:00,10000.0
2022-04-01 17:45:00,10000.0
2022-04-01 17:50:00,9999.30004899657
2022-04-01 17:55:00,10003.28384357063
2022-04-01 18:00:00,9994.320858776578
2022-04-01 18:05:00,9984.043951729891
2022-04-01 18:10:00,10000.120697406885
2022-04-01 18:15:00,10002.620246473341
2022-04-01 18:20:00,10005.542285691738
2022-04-01 18:25:00,10008.426721074622
2022-04-01 18:30:00,10001.927893501837
2022-04-01 18:35:00,9980.237116381775
2022-04-01 18:40:00,9980.719330272472
2022-04-01 18:45:00,9972.06602412382
2022-04-01 18:50:00,9970.528690848432
2022-04-01 18:55:00,9968.170709162732
2022-04-01 19:00:00,9961.364414934867
2022-04-01 19:05:00,9978.064941883315
2022-04-01 19:10:00,9946.205645242459
2022-04-01 19:15:00,9940.808388851172
2022-04-01 19:20:00,9897.47328640786
2022-04-01 19:25:00,9921.22342651984
2022-04-01 19:30:00,9943.389781559628
2022-04-01 19:35:00,10021.041701894092
2022-04-01 19:40:00,9990.237524637923
2022-04-01 19:45:00,9980.287992159234
2022-04-01 19:50:00,10004.83223679764
2022-04-01 19:55:00,10008.29621364549
2022-04-01 20:00:00,10031.422572486019
2022-04-01 20:05:00,10018.769987831038
2022-04-01 20:10:00,10027.797120344496
2022-04-01 20:15:00,10055.581930807997
2022-04-01 20:20:00,10054.34321622639
2022-04-01 20:25:00,10043.860594079544
2022-04-01 20:30:00,10065.055885366963
2022-04-01 20:35:00,10071.501625171966
2022-04-01 20:40:00,10069.221063147614
2022-04-01 20:45:00,10062.735507516774
2022-04-01 20:50:00,10031.968934096121
2022-04-01 20:55:00,10049.098587167482
2022-04-01 21:00:00,10060.819923895933
2022-04-01 21:05:00,10079.035664216522
2022-04-01 21:10:00,10105.656967769444
2022-04-01 21:15:00,10088.403443239922
2022-04-01 21:20:00,10081.137055024607
2022-04-01 21:25:00,10092.922539472464
2022-04-01 21:30:00,10091.15515920335
2022-04-01 21:35:00,10105.073002323828
2022-04-01 21:40:00,10112.522985736063
2022-04-01 21:45:00,10164.75913724435
2022-04-01 21:50:00,10161.991937348652
2022-04-01 21:55:00,10198.572099953004
2022-04-01 22:00:00,10198.572099953004
2022-04-01 22:05:00,10198.572099953004
2022-04-01 22:10:00,10198.572099953004
2022-04-01 22:15:00,10198.572099953004
2022-04-01 22:20:00,10198.572099953004
2022-04-01 22:25:00,10198.572099953004
2022-04-01 22:30:00,10198.572099953004
2022-04-01 22:35:00,10198.572099953004
2022-04-01 22:40:00,10198.572099953004
2022-04-01 22:45:00,10198.572099953004
2022-04-01 22:50:00,10198.572099953004
2022-04-01 22:55:00,10198.572099953004
2022-04-01 23:00:00,10198.572099953004
2022-04-01 23:05:00,10198.572099953004
2022-04-01 23:10:00,10198.572099953004
2022-04-01 23:15:00,10198.572099953004
2022-04-01 23:20:00,10198.572099953004
2022-04-01 23:25:00,10198.572099953004
2022-04-01 23:30:00,10198.572099953004
2022-04-01 23:35:00,10198.572099953004
2022-04-01 23:40:00,10198.572099953004
2022-04-01 23:45:00,10198.572099953004
2022-04-01 23:50:00,10198.572099953004
2022-04-01 23:55:00,10198.572099953004
2022-04-02 00:00:00,10198.572099953004
2022-04-02 00:05:00,10198.572099953004
2022-04-02 00:10:00,10198.572099953004
2022-04-02 00:15:00,10198.572099953004
2022-04-02 00:20:00,10198.572099953004
2022-04-02 00:25:00,10198.572099953004
2022-04-02 00:30:00,10198.572099953004
2022-04-02 00:35:00,10198.572099953004
2022-04-02 00:40:00,10198.572099953004
